raw_street,raw_area
41B Berenice Lane,"Riverhead, Auckland North Shore"
14 Wigmore Crescent,"Rolleston, Canterbury"
534 Buchanans Road,"Yaldhurst, Christchurch, Canterbury"
233 Forest Hill Road,"Waiatarua, Auckland, Auckland West"
116 Anglesea Street,"Hamilton, Waikato"
11 Bangor Street,"Pt Chevalier, Auckland, Auckland City"
8 Wikitoria Lane,"Warkworth, Auckland North Shore"
53 Longcot Drive,"Rolleston, Canterbury"
6 Makayla Lane,"Rolleston, Canterbury"
206 Maunsell Road,"Port Waikato, Waikato"
323 Flat Bush School Road,"Flat Bush, Auckland, Auckland South"
15 Cathcart Road,"Helensburgh, Dunedin, Otago"
24-32 Lister Crescent,"Maraenui, Napier, Hawkes Bay/Gisborne"
32 Chisnalls Road,"Hinds, Ashburton, Canterbury"
115 Millennium Way,"Waipu, Northland"
11 Silver Street,"Lower Shotover, Queenstown, Otago"
1/55 Rosebery Street,"Spreydon, Christchurch, Canterbury"
16 Puoro Street,"Flat Bush, Auckland, Auckland South"
42 Spars Road,"Wainui, Auckland North Shore"
8 Queen Road,"Bellevue, Tauranga, Bay of Plenty"
10 Huanui Close,"Papamoa Beach, Papamoa, Bay of Plenty"
145 Rocking Horse Road,"Southshore, Christchurch, Canterbury"
33 Piripono Crescent,"Pukekohe, Auckland, Auckland South"
2 Westwood Avenue,"Greytown, Wairarapa"
292 Sunset Road,"Windsor Park, Auckland, Auckland North Shore"
8 Toovey Road,"Warkworth, Auckland, Auckland North Shore"
133 Mokoroa Valley Road,"Waitakere, Auckland, Auckland North Shore"
1510 Kaihere Road,"Ngatea, Waikato"
15 McIndoe Road,"Kumeu, Auckland North Shore"
Medhurst Road,"Mangatawhiri, Auckland, Auckland South"
26 Scott Street,"Moturoa, New Plymouth, Taranaki"
24 Silicon Way,"Fitzherbert, Palmerston North, Manawatu/Whanganui"
134 Omaha Drive,"Omaha, Auckland North Shore"
68 St Johns Terrace,"Tawa, Wellington, Wellington"
23 Beaconsfield Road,"Portobello, Dunedin, Otago"
118 Joseph Street,"Flat Bush, Auckland, Auckland South"
14 Hapu Avenue,"Baverstock, Hamilton, Waikato"
2 Market Road,"Remuera, Auckland, Auckland City"
36 Broadway Parade,"Rolleston, Canterbury"
7 Sam Heywood Place,"Pyes Pa, Tauranga, Bay of Plenty"
47 Surf View Crescent,"Red Beach, Auckland North Shore"
51-65 Falsgrave Street,"Waltham, Christchurch, Canterbury"
4 Langdon Way,"Welcome Bay, Tauranga, Bay of Plenty"
18 Justamere Place,"Weymouth, Auckland, Auckland South"
4 The Heights Avenue,"Wanaka, Otago"
28 Te Ara O Toroa,"Wainuiomata, Lower Hutt, Wellington"
14 Warbler Crescent,"Papakura, Auckland, Auckland South"
9 Tidal View Road,"Drury, Auckland, Auckland South"
27 Te Puea Avenue,"Meremere, Mercer, Waikato"
12 Kaituna Place,"Te Awa, Napier, Hawkes Bay/Gisborne"
6 Navy Lane,"Papamoa, Bay of Plenty"
19 - 21 Broderick Road,"Johnsonville, Wellington, Wellington"
380 Rongotea Road,"Rongotea, Manawatu/Whanganui"
40 Leathem Crescent,"Pokeno, Waikato"
20-24 Ranfurly Road,"Pahiatua, Manawatu/Whanganui"
5 Tibbotts Drive,"Rolleston, Canterbury"
79A Hinau Street,"Riccarton, Christchurch, Canterbury"
421 Bucklands Beach Road,"Bucklands Beach, Auckland, Auckland South"
16 Larissa Road,"Halswell, Christchurch, Canterbury"
3 Louisa Lane,"Wainui, Auckland North Shore"
215 Aubrey Road,"Wanaka, Otago"
29-31 Scanlan Street,"Grey Lynn, Auckland, Auckland City"
36 Mt Creighton Crescent,"Wanaka, Otago"
15 Nethercote Way,"Springston, Canterbury"
1/99 Powerhouse Road,"Fairdown, Westport, West Coast"
165 Te Hono Street,"Maungatapu, Tauranga, Bay of Plenty"
31 Renall Street,"Masterton, Wairarapa"
52 East Street,"Pukekohe, Auckland South"
29 Washer Road,"Omata, New Plymouth, Taranaki"
10 Kauri Heart Avenue,"Takanini, Auckland, Auckland South"
Waihi Beach Road,"waihi, Waikato"
30 Terrace Street,"Bannockburn, Cromwell, Otago"
7 Webber Street,"Cambridge, Waikato"
78 Forbury Road,"St Clair, Dunedin, Otago"
66 Miro Street,"Lansdowne, Masterton, Canterbury"
102 Church Street,"Mangere, Auckland, Auckland South"
16 Cascade Crescent,"Tikipunga, Whangarei, Northland"
8 Cape Vista Crescent,"Pukekohe, Auckland, Auckland South"
43 Magnum Drive,"Cromwell, Otago"
4 Santorini Rise,"Bayview, Auckland, Auckland North Shore"
30 Ridgeland Way,"West Melton, Canterbury"
1/88 Birkenhead Avenue,"Birkenhead, Auckland, Auckland North Shore"
10-12 Fathom Place,"Te Atatu Peninsula, Auckland, Auckland West"
18 Anglers Way,"Omokoroa, Bay of Plenty"
3 Silver Springs Boulevard,"Mosgiel, Otago"
3 Baker Estate Lane,"Halswell, Christchurch, Canterbury"
2 Pekeketua Lane,"Ramarama, Drury, Auckland South"
4 Mccahon Lane,"Rolleston, Canterbury"
37 Fairfield Road,"Levin, Manawatu/Whanganui"
21 Porangahau Road,"Waipukurau, Hawkes Bay/Gisborne"
4 Viv Green Place,"Pokeno, Waikato"
53 Chambers Street,"North East Valley, Dunedin, Otago"
34 McCracken Avenue,"Hillcrest, Hamilton, Auckland North Shore"
5 Lakewood Avenue,"Churton Park, Wellington, Wellington"
156 Wairakei Road,"Bryndwr, Christchurch, Canterbury"
21 Romanee Lane,"Halswell, Christchurch, Canterbury"
5 Maggies Way,"Wanaka, Otago"
202G Ingram Road,"Bombay, Auckland South"
45 Waterstock Way,"Parklands, Christchurch, Canterbury"
30A & 30B Steele Road,"Tamarau, Gisborne, Hawkes Bay/Gisborne"
16 John Fair Drive,"Wainui, Auckland North Shore"
93 Hakarimata Road,"Ngaruawahia, Waikato"
1558 Cove Road,"Mangawhai, Northland"
7 Arms Park Way,"Paraparaumu, Wellington"
68 Mapleham Drive,"Pegasus, Canterbury"
1013 Kauri Street,"Mahora, Hastings, Hawkes Bay/Gisborne"
9 Hampton Terrace,"Matamata, Waikato"
359 Central Road/Todd Duncan Drive,"Hamurana, Rotorua, Bay of Plenty"
8 Bournemouth Terrace,"Murrays Bay, Auckland, Auckland North Shore"
43 Peihinga Road,"Flat Bush, Auckland, Auckland South"
77 Northmoor Boulevard,"Rolleston, Canterbury"
9 Hitchen Road,"Pokeno, Waikato"
14 Black Beech Crescent,"Takanini, Auckland, Auckland South"
74 Essex Street,"Masterton, Wairarapa"
14 Christine Drive,"Coopers Beach, Northland"
70 Waitete Bay Road,"Colville, Coromandel, Waikato"
26 Suzanna Lane,"Paerata, Pukekohe, Auckland South"
337 Bealey Avenue,"Christchurch Central, Christchurch, Canterbury"
38 Bronco Drive,"Aidanfield, Christchurch, Canterbury"
23 Mapleham Drive,"Pegasus, Canterbury"
195 Patons Rock Road,"Patons Rock, Takaka, Nelson/Marlborough"
66 Milford Road,"Milford, Auckland, Auckland North Shore"
153 Mangaroa Valley Road,"Mangaroa, Upper Hutt, Wellington"
23 Lynmouth Avenue,"Karori, Wellington, Wellington"
8 Skyhawk Road,"Wigram, Christchurch, Canterbury"
9 Teiaroa Street,"Waikanae, Wellington"
3 Reponui Court,"Rototuna North, Hamilton, Waikato"
11 Bianca Crescent,"Stratford, Taranaki"
67A Pacific Bay Road,"Tutukaka, Whangarei, Northland"
"27 Conifer Court, 29 Conifer Court","Rolleston, Canterbury"
36 McLean Street,"Pokeno, Waikato"
2 Bethpage Rise,"Kamo, Whangarei, Northland"
1859 Rawhitiroa Road,"Mangamingi, Eltham, Taranaki"
35 Churchill Road,"Cockle Bay, Auckland, Auckland South"
14B Glamis Avenue,"Strathmore Park, Wellington, Wellington"
81 Rexford Heights,"Pyes Pa, Tauranga, Bay of Plenty"
20 Jillet Street,"Titahi Bay, Porirua, Wellington"
76 Rosier Road,"Glen Eden, Auckland, Auckland West"
81 Victoria Street,"Hamilton CBD, Hamilton, Waikato"
985A Hibiscus Coast Highway,"Waiwera, Orewa, Auckland North Shore"
2 Crete Road,"Rangiora, Canterbury"
70 Shepherd Road,"Kerikeri, Northland"
11A King Street,"Mosgiel, Otago"
19 Porangahau Road,"Waipukurau, Hawkes Bay/Gisborne"
11 Emerald Avenue,"Rosehill, Papakura, Auckland South"
11 Campbell Road,"Royal Oak, Auckland, Auckland City"
34-38 Karewa Place,"Te Rapa, Hamilton, Waikato"
88 & 90 Sylvan Avenue,"Te Atatu South, Auckland, Auckland West"
5 Charles Street,"Otumoetai, Tauranga, Bay of Plenty"
25 Harvey Road,"Marahau, Motueka, Nelson/Marlborough"
59A Elysium Way,"Speargrass Flat, Queenstown, Otago"
915 Thorpe-Orinoco Road,"Thorpe, Motueka, Nelson/Marlborough"
202 River Road,"Kawerau, Bay of Plenty"
93C Adams Road,"West Melton, Canterbury"
1 Donegal Street,"Avondale, Auckland, Auckland City"
39 Belvue Bay Road,"near Havelock, Nelson/Marlborough"
47 Makete Crescent,"Hobsonville Point, Auckland, Auckland West"
10 Old Wairoa Road,"Papakura, Auckland, Auckland South"
Rangitane Loop Road,"Kerikeri, Northland"
5 Walter Place,"Kirwee, Canterbury"
28 Kowhai Street,"Mt Eden, Auckland, Auckland City"
141 Seventh View Avenue,"Beachlands, Auckland, Auckland South"
24 Tara Crescent,"Woodend, Canterbury"
219 Williams Street,"Kaiapoi, Canterbury"
3A Oakmont Crescent,"Waiwhakaiho, New Plymouth, Taranaki"
Near Tangitarori Lane & Gooseberry Grove,"Pauanui, Coromandel Peninsula, Waikato"
96 Spur Ridge Rise,"Jacks Point, Queenstown, Otago"
5 Seachange Drive,"Leamington, Cambridge, Waikato"
38 Kokopu Block Road,"Maungatapere, Whangarei, Northland"
459B Muritai Road,"Eastbourne, Lower Hutt, Wellington"
81 Neale Avenue,"Stoke, Nelson, Nelson/Marlborough"
36 Tiverton Road,"Avondale, Auckland, Auckland City"
8 Sorrel Gate,"Halswell, Christchurch, Canterbury"
2 Alex Place,"Rolleston, Canterbury"
38 Ascot Street,"Richmond, Nelson/Marlborough"
46 Ridgeway Avenue,"Rolleston, Canterbury"
Mill Road,"Kaikoura Flat, Kaikoura, Canterbury"
3 Lotus Street,"Richmond, Nelson, Nelson/Marlborough"
6 Tuka Road,"Pegasus, Canterbury"
181 Ettrick Street,"Appleby, Invercargill, Southland"
208 Riddell Road,"Glendowie, Auckland, Auckland City"
18 Bell Avenue,"Cromwell, Otago"
Creek Road,"Allenton, Ashburton, Canterbury"
22 Orchard Road,"Greytown, Wairarapa"
18 Sherwood Court,"Lower Shotover, Queenstown, Otago"
10 Cracroft Drive,"Putiki, Manawatu/Whanganui"
79A Jackson Road,"Maungatapere, Whangarei, Manawatu/Whanganui"
Navigation Heights,"Whitby, Porirua, Wellington"
20 McQuillan Avenue,"Woodend, Canterbury"
18 Carlton Mill Road,"Merivale, Christchurch, Canterbury"
178 Willis Street,"Te Aro, Wellington, Wellington"
599 Rotokauri Road,"Rotokauri, Hamilton, Waikato"
1 Rowe Lane,"Morrinsville, Waikato"
The Esplanade,"Manly, Auckland, Auckland North Shore"
4 Gerard Place,"Rangiora, Canterbury"
Station Road,"Matamata, Waikato"
40 Alan Livingston Drive,"Cambridge, Waikato"
4A Dingle Road,"St Heliers, Auckland, Auckland City"
233 Evans Street & Bridge Road,"Oceanview, Timaru, Canterbury"
79 Murphys Park Drive,"Flatbush, Auckland, Auckland South"
39 Ginty Way,"Waipu, Northland"
10 Horton Close,"Frimley, Hastings, Hawkes Bay/Gisborne"
269 McHenrys Road,"Hakataramea Valley, Canterbury"
21 Burrows Avenue,"Karori, Wellington, Wellington"
371A Carrington Street,"Upper Vogeltown, New Plymouth, Taranaki"
30 Northcote Road,"Northcote, Christchurch, Canterbury"
206 Dixon Road,"Tamahere, Hamilton, Waikato"
944 Leigh Road,"Big Omaha, Auckland North Shore"
9 Kura Street,"Whatawhata, Hamilton, Waikato"
5 Avanda Avenue,"Rolleston, Canterbury"
252 Meeanee Road,"Meeanee, Napier, Hawkes Bay/Gisborne"
29 Garden Road,"Merivale, Christchurch, Canterbury"
Stone Walls Terrace,"Lower Shotover, Queenstown, Otago"
37 West Tamaki Road,"St Heliers, Auckland, Auckland City"
6 Polar Lane,"Lincoln, Canterbury"
41C Otaramarae Road,"Okere Falls, Rotorua, Bay of Plenty"
232 Wrens Road,"Coldstream, Ashburton, Canterbury"
42 Ormond Road,"Lincoln, Canterbury"
13 McKillop Street,"Ranui, Porirua, Wellington"
8 Pegasus Main Street,"Pegasus, Canterbury"
30 Madden Street & Beaumont Street,"Wynyard Quarter, Auckland, Auckland City"
30 Wellesley Road,"Mangere Bridge, Auckland, Auckland South"
39 Codrington Crescent,"Mission Bay, Auckland, Auckland City"
144 Russell Road,"Manurewa, Auckland, Auckland South"
4 Te Hurunui Drive,"Pegasus, Canterbury"
49 Northwood Close,"Warkworth, Auckland North Shore"
Cross Street,"Papakura, Auckland, Auckland South"
49 Kewa Road,"Albany Heights, Auckland, Auckland North Shore"
34 Treasure Grove,"Hataitai, Wellington, Wellington"
107 Valley Road,"Mt Eden, Auckland, Auckland City"
21 Kapiakauri Road,"One Tree Point, Whangarei, Northland"
27 Albert Terrace,"St Martins, Christchurch, Canterbury"
54 First View Avenue,"Beachlands, Auckland, Auckland South"
Heron Hill,"Kerikeri, Northland"
48 Cork Street,"Halswell, Christchurch, Canterbury"
245 Houghton Bay Road,"Houghton Bay, Wellington, Wellington"
10 Nikau Road,"Otahuhu, Auckland, Auckland City"
57 Survila Street,"Papakura, Auckland, Auckland South"
Dyers Pass Road,"Port Hills, Christchurch, Canterbury"
40 Trafalgar Street,"Waterloo, Lower Hutt, Wellington"
128 Ngaio Drive,"Matarangi, Whitianga, Waikato"
38 Glenwood Grove,"Whatawhata, Hamilton, Waikato"
1/219 Geraldine Street,"Edgeware, Christchurch, Canterbury"
51 Jack Lachlan Drive,"Beachlands, Auckland, Auckland South"
112A Puketaha Road,"Puketaha, Hamilton, Waikato"
16 Jury Lane,"Woodend, Canterbury"
28 Freyberg Avenue,"Kurow, Otago"
882 Goulds Road,"Rolleston, Canterbury"
502 Mount Stewart Halcombe Road,"Halcombe, Manawatu/Whanganui"
17 Tuhua Place,"Bowentown, Waihi Beach, Waikato"
14 Law Street,"Torbay, Auckland, Auckland North Shore"
1 Spur Ridge Rise,"Jacks Point, Queenstown, Otago"
27 Alfred Main Drive,"Tamahere, Hamilton, Waikato"
476 Swanson Road,"Ranui, Auckland, Auckland West"
220A Ngunguru Road,"Glenbervie, Whangarei, Northland"
97A Clark Road,"Ngaruawahia, Waikato"
9 Martin Road,"Manurewa, Auckland, Auckland South"
87 Nethercote Way,"Rolleston, Canterbury"
8 Lemonwood Way,"Woodridge, Wellington, Wellington"
34 Owaka Road,"Wigram, Christchurch, Canterbury"
12A Cullinane Avenue,"Feilding, Manawatu/Whanganui"
2 Begg Lane,"Mt Pisa, Cromwell, Otago"
21 Sandstone Crescent,"Rolleston, Canterbury"
145 Maunsell Road,"Tuakau, Waikato"
8 St Pats Grove,"Nukuhau, Taupo, Waikato"
50 John Holmes Road,"Halswell, Christchurch, Canterbury"
Wycliffe Crescent,"Solway, Masterton, Wairarapa"
Capell Avenue,"Hawea, Wanaka, Otago"
5 Shackleton Street,"Maraenui, Napier, Hawkes Bay/Gisborne"
41 Walton Way,"Lower Shotover, Queenstown, Otago"
29 Shepherd Road,"Jacks Point, Queenstown, Otago"
45 Scott Road,"Takaka, Golden Bay, Nelson/Marlborough"
27 Unahi Lane,"Haumoana, Hawkes Bay/Gisborne"
81 Brassknocker Road,"Springvale, Alexandra, Otago"
4 Noel Avenue,"Orewa, Auckland North Shore"
26 South Belt,"Solway, Masterton, Wairarapa"
67 Nethercote Way,"Rolleston, Canterbury"
5 Bedfont Street,"Richmond, Nelson/Marlborough"
2 Seventh View Avenue,"Beachlands, Auckland, Auckland South"
10 Perekia Street,"Albany, Auckland, Auckland North Shore"
489-491 East Coast Road,"Murrays Bay, Auckland, Auckland North Shore"
240 Guppy Road,"Napier, Hawkes Bay/Gisborne"
52 Parkway Drive & Sunset Road,"Mairangi Bay, Auckland, Auckland North Shore"
105 Stott Avenue,"Birkdale, Auckland, Auckland North Shore"
73 Yates Road,"Mangere East, Auckland, Auckland South"
7 Nursery Lane,"Belleknowes, Dunedin, Otago"
557 Grenada Street,"Papamoa Beach, Papamoa, Bay of Plenty"
38 Bowman Road,"Te Awamutu, Waikato"
221 Ohariu Valley Road,"Ohariu, Wellington, Wellington"
8 Harris Place,"Pokeno, Waikato"
29 Salisbury Crescent,"Upper Hutt, Wellington"
6 Rimu Road,"Mangere Bridge, Auckland, Auckland City"
9 Kotuku Place,"Snells Beach, Auckland North Shore"
75 Pinecrest Drive,"Gulf Harbour, Whangaparaoa, Auckland North Shore"
70 Bond Crescent,"Forrest Hill, Auckland, Auckland North Shore"
25 Thomas Rielly Avenue,"Hobsonville Point, Auckland, Auckland West"
10 Woodridge Drive,"Stanmore Bay, Whangaparaoa, Auckland North Shore"
14 Fleming Street,"Mangere East, Auckland, Auckland South"
4A Panorama Road,"Clifton, Christchurch, Canterbury"
145 Rosebrook Road,"Timaru, Canterbury"
32 Takurua Terrace,"Orewa, Auckland North Shore"
23 Makete Crescent,"Hobsonville Point, Auckland, Auckland West"
513 Fortification Road,"Kakanui, Oamaru, Otago"
25 Turi Street,"Welbourn, New Plymouth, Taranaki"
15 Blade Mews,"Prebbleton, Canterbury"
122 Ahutoetoe Road,"Wainui, Auckland North Shore"
9D Lady Cobham Grove,"Anakiwa, Linkwater, Nelson/Marlborough"
614 Springston Rolleston Road,"Rolleston, Canterbury"
Maitai Valley Road,"Nelson, Nelson/Marlborough"
8 Alexis Avenue,"Mt Albert, Auckland, Auckland City"
17A Palgrave Avenue,"Flaxmere, Hastings, Hawkes Bay/Gisborne"
2 Claude Brookes Drive,"Henderson, Auckland, Auckland West"
19 Bastings Street,"Kaiapoi, Canterbury"
7 Seagreen Avenue,"Rosehill, Papakura, Auckland South"
18 Dove Grove,"Westmorland, Christchurch, Canterbury"
15 Spyglass Street,"Red Beach, Whangaparaoa Peninsula, Auckland North Shore"
92 Hall Road,"Ngongotaha, Rotorua, Bay of Plenty"
60 Elevation Street,"Flat Bush, Auckland, Auckland South"
68 Waitete Bay Road,"Waihi, Waikato"
9 Holmes Hanover Lane,"Halswell, Christchurch, Canterbury"
4 Tuangi Road,"Karaka, Papakura, Auckland South"
9 Hooten Place,"Oteha, Auckland, Auckland North Shore"
8 Hereford Street,"West End, Palmerston North, Manawatu/Whanganui"
15 Arney Road,"Remuera, Auckland, Auckland City"
32-36 Te Manuao Road,"Otaki, Wellington"
293E Lower Shotover Road,"Speargrass Flat, Queenstown, Otago"
20A Fendalton Road,"Fendalton, Christchurch, Canterbury"
1907 SH 4,"Owhango, Manawatu/Whanganui"
Alexander Avenue,"Napier, Hawkes Bay/Gisborne"
37B Masefield Drive,"Rolleston, Canterbury"
2 & 4 Ngaire Way,"Papamoa Beach, Papamoa, Bay of Plenty"
12 Pacers Lane,"Yaldhurst, Christchurch, Canterbury"
Old Beach Road,"Kaikoura, Canterbury"
10 Coprosma Road,"Hornby, Christchurch, Canterbury"
239 Flat Bush School Road,"Flat Bush, Auckland, Auckland South"
31 Mariners Grove,"Algies Bay, Warkworth, Auckland North Shore"
14 O'Leary Place,"Jackson Bay, Haast, West Coast"
11 Oscar Way,"Omokoroa, Bay of Plenty"
16 Ridgedale Crescent,"Flagstaff, Hamilton, Waikato"
71 Anne Burton Drive,"Warkworth, Auckland North Shore"
85 Maryvale Road,"Wainui, Auckland North Shore"
11 Ballial Place,"West Harbour, Auckland, Auckland West"
97 Lawrence Road,"Mangawhai, Northland"
54 Luge Loop,"Castle Hill, Canterbury"
204-208 Anglesea Street,"Hamilton Central, Hamilton, Waikato"
6 Springbrook Close,"Rangiora, Canterbury"
121 Ellis Street,"Frankton, Hamilton, Waikato"
118B Ohiwa Harbour Road,"Waiotahe, Opotiki, Bay of Plenty"
97 Bedford Street,"St Clair, Dunedin, Otago"
23 Weld Street,"Levin, Manawatu/Whanganui"
3 Barley Court,"Arrowtown, Otago"
2-6 Lavelle Road,"Henderson, Auckland, Auckland West"
Broadway,"Stratford, Taranaki"
59 Smith Road,"Matakana, Auckland North Shore"
84 Grange Road,"Mt Eden, Auckland, Auckland City"
7 Te Manuao Road,"Otaki, Wairarapa"
8 The Terrace,"Takapuna, Auckland, Auckland North Shore"
202E Manuka Terrace,"Ben Ohau, Twizel, Canterbury"
Museum Street,"Wellington, Wellington"
420A Pencarrow Road,"Tamahere, Hamilton, Waikato"
19 Silicon Way,"Fitzherbert, Palmerston North, Manawatu/Whanganui"
211 Hanover Street,"Dunedin, Otago"
53 Alexandrina Street,"Marshland, Christchurch, Canterbury"
2/231B Remuera Road,"Remuera, Auckland, Auckland City"
44 Mayor View Terrace,"Waihi Beach, Waikato"
40 Ainslee Street,"Highlands Park, New Plymouth, Taranaki"
23 Harrison Drive,"Rolleston, Canterbury"
"5, 7 & 9 Edgar Street","Queenstown, Otago"
187 Cashmere Road,"Hoon Hay, Christchurch, Canterbury"
44 Luge Loop,"Castle Hill, Canterbury"
3B Jocelyn Avenue,"Motueka, Nelson/Marlborough"
1899 Rakaia Terrace Road,"Hororata, Canterbury"
126 St Heliers Bay Road,"St Heliers, Auckland, Auckland City"
15 Te Wharo Drive,"Papamoa, Bay of Plenty"
15 Kingsway Avenue,"Sandringham, Auckland, Auckland City"
29 Johns Creek Crescent,"Silverdale, Auckland North Shore"
45 Hudson Bay Road,"Hobsonville, Auckland, Auckland West"
Tuateawa Road,"Waikawau, Waikato"
109 Richardsons Line,"Milson, Palmerston North, Manawatu/Whanganui"
18 Dinneen Close,"Frimley, Hastings, Hawkes Bay/Gisborne"
10 Kina Place,"Long Bay, Auckland, Auckland North Shore"
7/752 Selwyn Road,"Springston, Canterbury"
16 The Pheasant Tail,"Brentwood, Taupo, Bay of Plenty"
70 Links View Drive,"Omokoroa, Bay of Plenty"
29 Sumner Street,"Spreydon, Christchurch, Canterbury"
Matahi Valley Road & Ruatahuna Road,"Whakatane, Bay of Plenty"
63 Vickerman Street,"Grovetown, Blenheim, Nelson/Marlborough"
90C Paetawa Road,"Peka Peka, Waikanae, Wellington"
357A Hurford Road,"Hurford, New Plymouth, Taranaki"
5 Pekepeke Lane,"Ramarama, Drury, Auckland South"
Old Waipu Road,"Mangawhai, Northland"
36 Maka Terrace,"Orewa, Auckland North Shore"
13 Tiro Lane,"Halcombe, Manawatu/Whanganui"
17 Taraheke Drive,"Taupiri, Waikato"
29 Calder Crescent,"Pokeno, Waikato"
19 Brooke Place,"Alexandra, Otago"
739 Marua Road,"Hikurangi, Northland"
32 Kayforce Road,"Ocean View, Dunedin, Otago"
68 Koru Road,"Omata, New Plymouth, Taranaki"
5 Eldridge Street,"Woodend, Canterbury"
41 Toanui Road,"Hobsonville Point, Auckland, Auckland West"
29 Omahina Street,"Raglan, Waikato"
201 Adler Drive,"Ohauiti, Tauranga, Bay of Plenty"
15 Croatia Avenue,"Huapai, Kumeu, Auckland West"
30 Culverwell Crescent,"Pokeno, Waikato"
47 Gibbston Back Road,"Gibbston, Queenstown, Otago"
